"index","type_of_reference","title","id","pub_title","start_page","end_page","pub_year","keywords","place_published","unknown_tag","authors","volume","url","number","issn","publisher"
"69","JOUR","A 25-year marine reserve as proxy for the unfished condition of an exploited species","7026","Biological Conservation","97","107","2016","['maerl']","","defaultdict(<class 'list'>, {'U1': ['7026']})","Díaz, D.; Mallol, S.; Parma, A.M.; Goñi, R.","203","https://linkinghub.elsevier.com/retrieve/pii/S0006320716303615","","00063207",""
"70","JOUR","A comparison of direct macrofaunal mortality using three types of clam dredges","7033","ICES Journal of Marine Science","733","742","2003","","","defaultdict(<class 'list'>, {'U1': ['7033']})","Gaspar, M.B.; Leitão, F.; Santos, M.N.; Chícharo, L.; Dias, M.D.; Chícharo, A.; Monteiro, C.C.","60","https://academic.oup.com/icesjms/article/60/4/733/691398","4","1095-9289, 1054-3139",""
"71","JOUR","A mark-recapture study of hatchery-reared juvenile European lobsters, Homarus gammarus, released at the rocky island of Helgoland (German Bight, North Sea) from 2000 to 2009","7106","Fisheries Research","22","30","2011","['Potting, Trap']","","defaultdict(<class 'list'>, {'U1': ['7106']})","Schmalenbach, I.; Mehrtens, F.; Janke, M.; Buchholz, F.","108","https://linkinghub.elsevier.com/retrieve/pii/S0165783610003012","1","01657836",""
"72","JOUR","A genetic assessment of bay scallop (Argopecten irradians) restoration efforts in Florida?s Gulf of Mexico Coastal Waters (USA)","7130","Conservation Genetics","111","122","2005","","","defaultdict(<class 'list'>, {'U1': ['7130']})","Wilbur, A.E.; Seyoum, S.; Bert, T.M.; Arnold, W.S.","6","http://link.springer.com/10.1007/s10592-004-7747-4","1","1566-0621, 1572-9737",""
"73","JOUR","A comparison of demersal communities in an area closed to trawling with those in adjacent areas open to trawling: a study in the Great Barrier Reef Marine Park, Australia.","7161","Fisheries Research","64","74","2006","['marine protected area, spatial management']","","defaultdict(<class 'list'>, {'U1': ['7161']})","Burridge, C.Y; Pitcher, C.R.; Hill, B.J.; Wassenberg, T.J; Poiner, I.R.","79","https://www.sciencedirect.com/science/article/abs/pii/S0165783606000208","","",""
"74","RPRT","11th National Heathland Conference, 18-20 March 2015","7232","Conference proceedings","","","2015","","Sunningdale Park, Berkshire, UK.","defaultdict(<class 'list'>, {'U1': ['7232']})","Alonso, I.; Underhill-Day, J.; Lake, S.","","http://publications.naturalengland.org.uk/file/6125734740361216","","","Natural England"
"75","JOUR","A dose–response trial with ziram-treated maize and free-ranging European badgers Meles meles","7382","Applied Animal Behaviour Science","309-321","","2005","","","defaultdict(<class 'list'>, {'U1': ['7382']})","Baker, S.E.; Ellwood, S.A.; Watkins, R.W.; Macdonald, D.W.","93","https://doi.org/10.1016/j.applanim.2004.11.022","3","",""
"76","JOUR","A field test of lithium chloride aversion to reduce coyote predation on domestic sheep","7438","The Journal of Wildlife Management","235–239","","1982","","","defaultdict(<class 'list'>, {'U1': ['7438']})","Bourne, J.","46","https://www.jstor.org/stable/3808426","","",""
"77","JOUR","A case of homing after translocation of chuditch, Dasyurus geoffroii (Marsupialia: Dasyuridae)","7460","Australian Mammalogy","118-120","","2017","","","defaultdict(<class 'list'>, {'U1': ['7460']})","Cannella, E.G.; Henry, J.","39","","","",""
"78","JOUR","""Conservation Cloning"" of vulnerable Esfahan mouflon (Ovis orientalis isphahanica): in vitro and in vivo studies","7595","European Journal of Wildlife Research","959-969","","2011","['Ovis orientalis isphahanica, Esfahan mouflon']","","defaultdict(<class 'list'>, {'U1': ['7595']})","Hajian, M.; Hosseini, S.M.; Forouzanfar, M.; Abedi, P.; Ostadhosseini, S.; Hossieni, L.; Moulavi, F.; Gourabi, H.; Shahverdi, A.H.; Vosough Taghi Dizaj, A.; Kalantari, S.A.; Fotouhi, Z.; Iranpour, R.; Mahyar, H.; Amiri-Yekta, A.; Nasr-Esfahani, M.H.","57","https://link.springer.com/article/10.1007/s10344-011-0510-5","4","",""
"79","JOUR","A low-cost, low-labor-intensity electric fence effective against wild boar, sika deer, Japanese macaque and medium-sized mammals","7613","Mammal Study","113-117","","2011","['meles-meles damage']","","defaultdict(<class 'list'>, {'U1': ['7613']})","Honda, T.; Kuwata, H.; Yamasaki, S.; Miyagawa, Y.","36","https://doi.org/10.3106/041.036.0203","2","1343-4152",""
"80","JOUR","A bitter attempt to prevent non-target poisoning of small mammals","7663","Mammal Review","201-204","","1999","","","defaultdict(<class 'list'>, {'U1': ['7663']})","Kleinkauf, A.; Macdonald, D.W.; Tattersall, F.H.","29","https://doi.org/10.1046/j.1365-2907.1999.00046.x","","",""
"81","JOUR","""Green fire"" returns to the Southwest: reintroduction of the Mexican wolf","7789","Wildlife Society Bulletin","799-807","","1998","['Canis lupus baileyi']","","defaultdict(<class 'list'>, {'U1': ['7789']})","Parsons, D.R.","26","http://www.jstor.org/stable/3783553","4","00917648",""
"82","JOUR","A longer confinement period favors European wild rabbit (Oryctolagus cuniculus) survival during soft releases in low-cover habitats","7853","European Journal of Wildlife Research","215-219","","2010","","","defaultdict(<class 'list'>, {'U1': ['7853']})","Rouco, C.; Ferreras, P.; Castro, F.; Villafuerte, R.","56","https://link.springer.com/article/10.1007/s10344-009-0305-0","3","",""
"83","JOUR","A conservation success story in the otherwise dire megafauna extinction crisis: The Asiatic lion (Panthera leo persica) of Gir forest","7889","Biological Conservation","1753-1757","","2011","['Carnivores, persica, Asiatic lion']","","defaultdict(<class 'list'>, {'U1': ['7889']})","Singh, H.S.; Gibson, L.","144","http://www.sciencedirect.com/science/article/pii/S0006320711000577","5","0006-3207",""
"84","JOUR","A home away from home: insights from successful leopard (Panthera pardus) translocations","7982","Biodiversity and Conservation","1755-1774","","2015","['Conflict management']","","defaultdict(<class 'list'>, {'U1': ['7982']})","Weise, F.J.; Lemeris Jr, J.; Stratford, K.J.; van Vuuren, R.J.; Munro, S.J.; Crawford, S.J.; Marker, L.L.; Stein, A.B.","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931574114&doi=10.1007%2fs10531-015-0895-7&partnerID=40&md5=8ad008b17a3fa35ebf3b90f5cf0c8069","7","",""
"85","JOUR","A meta-analysis of the effects of wildfire, clearcutting, and partial harvest on the abundance of North American small mammals","8012","Forest Ecology and Management","539-545","","2009","","","defaultdict(<class 'list'>, {'U1': ['8012']})","Zwolak, R.","258","http://www.scopus.com/inward/record.url?eid=2-s2.0-67649982885&partnerID=40&md5=75132ca277d5ad2c272acb8134b4cfe6","5","",""
"86","JOUR","A comparison of cod life-history parameters inside and outside of four year-round groundfish closed areas in New England, USA","8211","ICES Journal of Marine Science","316","328","2016","","","defaultdict(<class 'list'>, {'U1': ['8211']})","Sherwood, G.D.; Grabowski, J.H.","73","https://academic.oup.com/icesjms/article/73/2/316/2614455","2","",""
"87","JOUR","A comparison of fish bycatch communities between areas open and closed to prawn trawling in an Australian tropical fishery","8239","ICES Journal of Marine Science","951","966","2003","['Marine protected area, spatial management']","","defaultdict(<class 'list'>, {'U1': ['8239']})","Stobutzki, I.; Jones, P.; Miller, M.","60","https://doi.org/10.1016/S1054-3139(03)00117-6","5","1054-3139",""
"88","JOUR","A meta-analysis of haddock size-selection data","8381","Fish and Fisheries","358","374","2016","['meta-analysis, Codend selection, fishing gear design, haddock, size-selection, square mesh panel']","","defaultdict(<class 'list'>, {'U1': ['8381']})","Fryer, R.J.; O'Neill, F.G.; Edridge, A.","17","https://onlinelibrary.wiley.com/doi/abs/10.1111/faf.12107","2","1467-2960",""
"89","JOUR","A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery","8402","Fisheries Research","39","45","2011","['Bycatch, Survival, Pelagic longline, Circle hooks']","","defaultdict(<class 'list'>, {'U1': ['8402']})","Pacheco, J.C.; Kerstetter, D.W.; Hazin, F.H.; Hazin, H.; Segundo, R.S.S.L.; Graves, J.E.; Carvalho, F.; Travassos, P.E.","107","http://www.sciencedirect.com/science/article/pii/S0165783610002511","1","0165-7836",""
"90","JOUR","A cross-taxa assessment of pelagic longline by-catch mitigation measures: conflicts and mutual benefits to elasmobranchs","8406","Fish and Fisheries","748","784","2016","['circle hook, At-vessel mortality, by-catch, ray, shark, wire leader']","","defaultdict(<class 'list'>, {'U1': ['8406']})","Gilman, E.; Chaloupka, M.; Swimmer, Y.; Piovano, S.","17","https://onlinelibrary.wiley.com/doi/10.1111/faf.12143","3","1467-2960",""
"91","JOUR","A flexible sorting grid to reduce Pacific halibut (Hippoglossus stenolepis) bycatch in the US west coast groundfish bottom trawl fishery","8546","Fisheries Research","102","108","2013","['Bottom trawl, Pacific halibut, Bycatch reduction device, Flexible sorting grid']","","defaultdict(<class 'list'>, {'U1': ['8546']})","Lomeli, M.J.M.; Wakefield, W.W.","143","http://www.sciencedirect.com/science/article/pii/S0165783613000210","","0165-7836",""
"92","JOUR","A new shrimp trawl combination grid system that reduces small shrimp and finfish bycatch","8597","Fisheries Research","20","27","2013","['Bycatch, Discard, Shrimp trawl, Size selectivity, Grid, Northern shrimp']","","defaultdict(<class 'list'>, {'U1': ['8597']})","He, P.; Balzano, V.","140","http://www.sciencedirect.com/science/article/pii/S016578361200344X","","0165-7836",""
"93","JOUR","A comparison of size selection of Atlantic cod (Gadus morhua) and haddock (Melanogrammus aeglefinus) by bottom longlines and otter trawls","8621","Fisheries Research","63","73","2002","['Longline, Otter trawl, Haddock, Atlantic cod, Length selection']","","defaultdict(<class 'list'>, {'U1': ['8621']})","Halliday, R.G.","57","http://www.sciencedirect.com/science/article/pii/S0165783601003368","1","0165-7836",""
"94","JOUR","A comparative study of the species composition of discards from five fisheries from the Algarve (southern Portugal)","8626","Fisheries Management and Ecology","31","40","2002","['fisheries, discards, by-catch, trawl, purse seine, trammel net']","","defaultdict(<class 'list'>, {'U1': ['8626']})","Erzini, K.; Costa, M.E.; Bentes, L.; Borges, T.C.","9","https://doi.org/10.1046/j.1365-2400.2002.00284.x","1","0969-997X",""
"95","RPRT","A comparison of breeding bird numbers along canals with and without a close season for fishing. BTO Research Report no. 211","8639","","","","1998","","","defaultdict(<class 'list'>, {'U1': ['8639']})","Marchant, J.H.; Gregory, R.D.; Balmer, D.E.; Gough, S.J.; Wilson, A.M.","","","","","British Trust for Ornithology"
"96","JOUR","A large-mesh salmon trap: a way of mitigating seal impact on a coastal fishery","8713","ICES Journal of Marine Science","1194","1199","2003","","","defaultdict(<class 'list'>, {'U1': ['8713']})","Lunneryd, S.G.; Fjälling, A; Westerberg, H.","60","https://academic.oup.com/icesjms/article-pdf/60/6/1194/29156927/60-6-1194.pdf","","",""
"97","JOUR","A comparison of postrelease survival parameters between single and mass stranded delphinids from Cape Cod, Massachusetts, U.S.A","8744","Marine Mammal Science","161","180","2016","","","defaultdict(<class 'list'>, {'U1': ['8744']})","Sharp, S.M.; Harry, C.T.; Hoppe, J.M.; Moore, K.M.; Niemeyer, M.E.; Robinson, I.; Rose, K.S.; Sharp, W.B.; Landry, S.; Richardson, J.; Moore, M.J.","32","https://doi.org/10.1111/mms.12255","","",""
"98","JOUR","A new technique for refloating and release of stranded sperm whales (Physeter macrocephalus)","8753","Marine Mammal Science","949","955","2008","","","defaultdict(<class 'list'>, {'U1': ['8753']})","Thalmann, S.; Gales, R.; Greenwood, M.; Gedamke, J.","24","https://doi.org/10.1111/j.1748-7692.2008.00223.x","","",""
"99","JOUR","A field test of acoustic deterrent devices used to reduce interactions between bottlenose dolphins and a coastal gillnet fishery","8759","Biological Conservation","163","171","2013","","","defaultdict(<class 'list'>, {'U1': ['8759']})","Waples, D.M.; Thorne, L.H.; Hodge, L.E.W.; Burke, E.K.; Urian, K.W.; Read, A.J.","157","https://doi.org/10.1016/j.biocon.2012.07.012","","",""
"100","JOUR","A translocation experiment for the conservation of maned sloths, Bradypus torquatus (Xenarthra, Bradypodidae)","51","Biological Conservation","421","430","2004","['maned sloth, Bradypus torquatus, mammalia, mammal, translocation, Atlantic forest, radio-tracking, Xenarthra, translocations, introductions']","","defaultdict(<class 'list'>, {'U1': ['51']})","Chiarello, A.G; Chivers, D.J.; Bassi, C.; Amelia, M.; Maciel, F.; Moreira, L.S.; Bazzalo, M.","118","https://doi.org/10.1016/j.biocon.2003.09.019","","",""
"101","JOUR","A study of the long-eared owl Asio otus using wicker nesting baskets","94","Bird Study","62","67","1998","['long-eared owl, Asio otus, carrion crow, Corvus corone, magpie, Pica, wood pigeon Columba palumbus, sparrowhawk, Accipiter nisus, grey squirrel, Scirus carolinensis, field vole, Microtus agrestis, sallow, Salix cinerea, osier, Salix viminalis, hawthorn, Crataegus monogyna, Aves, bird, raptor, Strigiformes, strigidae, nest site, nest basket']","","defaultdict(<class 'list'>, {'U1': ['94']})","Garner, D.J.; Milne, B.S.","45","","","",""
"102","JOUR","Abundance and spread of the invasive red algae, Kappaphycus spp., in Kane'ohe Bay, Hawai'i and an experimental assessment of management options","154","Biological Invasions","1029","1039","2005","['Kappaphycus, sea urchin, Tripneustes gratilla, Porites compressa, invasive plants, macroalgae, seaweed, control']","","defaultdict(<class 'list'>, {'U1': ['154']})","Conklin, E.J.; Smith, J.E.","7","","","",""
"103","JOUR","Abundance and spread of the invasive red algae, Kappaphycus spp., in Kane'ohe Bay, Hawai'i and an experimental assessment of management options","156","Biological Invasions","1029","1039","2005","['sea urchin, echinodermata, Tripneustes gratilla, Kappaphycus, biological control, macroalgae, seeweed, invasive plants, biocontrol']","","defaultdict(<class 'list'>, {'U1': ['156']})","Conklin, E.J.; Smith, J.E.","7","","","",""
"104","JOUR","A practical technique for non-destructive monitoring of soil surface invertebrates for ecological restoration programmes","220","Ecological Management & Restoration","34","42","2004","['insecta, arachnida, arthropoda, invertebrate monitoring, non-lethal invertebrate sampling, oceanic islands, ecological restoration']","","defaultdict(<class 'list'>, {'U1': ['220']})","Bowie, M.H.; Frampton, C.M.","5","","","",""
